sample_unit_id,boundary,boundary_display,app,query_id,issue_key,query_text,blind_position,candidate_id,candidate_text,candidate_issue_key,candidate_cluster_id,query_cluster_id,sim_char_tfidf,same_issue_key,same_top_module,cross_cluster,annotator_A,annotator_B,annotator_C,gold_label_majority
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,7,10010000010416,运动过程中，关闭GPS定位，手部如果不做出大幅度动作，应用就无法统计数据。,gps_track.gps.cannot_or_fail,Slife__C7,Slife__C7,0.092218,0,1,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,8,10010000010401,由于gps定位的特点和计算的问题，app步数存在有时时停时跳的现象,step_count.gps.other,Slife__C7,Slife__C7,0.090974,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,9,10010000010312,在用户未登陆时，当将运动情况通过微信分享到朋友圈时，发送失败。而其他应用如qq则能够分享成功。,share.share_panel.cannot_send,Slife__C2,Slife__C7,0.034572,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,10,10010000010943,NOTE手机使用中，在断网情况下，修改密码，直接向系统内置错误代码抛出。,other.other.wrong_value,Slife__C5,Slife__C7,0.082857,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,11,10010000011572,网络正常情况下，分享朋友圈会闪屏，提示失败，甚至没有弹出分享页面,share.page_view.cannot_share,Slife__C2,Slife__C7,0.048677,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,12,10010000010249,应用程序占用内存较小，但是耗电量较大，分析原因是其开启GPS定位进行相关运算所致,gps_track.gps.other,Slife__C7,Slife__C7,0.08174,1,1,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,13,10010000011432,"分享运动结果:网络情况正常，微信正常，分享运动结果到微信朋友圈，跳回应用界面并显示 """"发送失败请重试""。",share.page_view.cannot_send,Slife__C2,Slife__C7,0.038718,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,14,10010000010997,活动趋势界面，不管运动情况如何，活动时间，活动距离，最长活动时间，最长活动距离都是0，只显示运动步数,step_count.page_view.other,Slife__C0,Slife__C7,0.035385,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,15,10010000011258,我并没有走动而是直接拿着手机抖动或者晃动，距离会跟着增加！软件定位存在缺陷！,gps_track.gps.other,Slife__C7,Slife__C7,0.073999,1,1,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,16,10010000010554,将运动结果通过手机上的应用分享，手机出现的页面不是分享的数据页面而是安装此app页面,share.page_view.wrong_value,Slife__C2,Slife__C7,0.051058,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,17,10010000010675,停留这个功能只有在GPS时 才会出现， 应该提示用户打开GPS才能查看,gps_track.gps.other,Slife__C7,Slife__C7,0.060329,1,1,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,18,10010000011280,没有安装推特，点击用推特分享运动情况报应用未安装，然而并没有安装facebook如图1所示 ，若点击用facebook分享运动情况，则…,share.share_panel.load_fail,Slife__C2,Slife__C7,0.047502,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,19,10010000010437,在首页点击步行那个按钮，进入高德地图界面，点击右上角的分享，分享后返回APP，地图界面不能正常显示，加载不出来,share.button_icon.load_fail,Slife__C2,Slife__C7,0.071513,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,20,10010000010161,在没有网络没有GPS的情况下，可以计步。,step_count.gps.other,Slife__C7,Slife__C7,0.099076,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,21,10010000011114,将我的运动情况分享给qq好友时，进行截图，但是在qq上看到的用户分享的却是该app应用的推荐。,share.chat.other,Slife__C2,Slife__C7,0.043461,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,22,10010000011423,在排行榜分享自己今天的运动完成情况时，使用的是分享到qq好友，竟然发过去之后的链接是广告（下载此应用），而不是自己的运动情况。,share.image_banner.other,Slife__C2,Slife__C7,0.042062,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,23,10010000011152,Slife软件对于运动不敏感，当自己运动了有几分钟才会在首页的步数上有体现。,step_count.page_view.other,Slife__C2,Slife__C7,0.060025,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,24,10010000010633,GPS定位不准确，同时内置高德地图上显示的记录的路径不准确，测试地点未发生变化但记录的路径已变化。,gps_track.list_item.other,Slife__C7,Slife__C7,0.100236,0,1,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,25,10010000011113,在进行自己的运动情况分享的时候，在右上角的位置分享的是对Slife这个软件的简介。要出现自己的运动情况的话要对首页进行下拉。但是对于页…,share.page_view.layout_issue,Slife__C2,Slife__C7,0.06763,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,26,10010000011248,在一段时间段内只能选择一种方式，一旦切换方式在此时间段内的运动情况全部改变成新的计算方式下的结果，无法自己建立运动时间段,run_walk.step.cannot_or_fail,Slife__C0,Slife__C7,0.042221,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,27,10010000011347,在使用该软件的时候，打开地图模式，查看运动路径，发现地图无法显示。刷新后恢复正常。,run_walk.other.cannot_or_fail,Slife__C9,Slife__C7,0.081109,0,0,1,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,28,10010000010579,在没有运动的情况下，仅仅只是用手拿着手机进行上下震动，和甩手机的动作，该款app就记录了步数和距离,step_count.list_item.other,Slife__C7,Slife__C7,0.063376,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,29,10010000011787,没有连接网络时不能显示路径，没有GPS地点不会变化。任何时候运动方向不会改变。,gps_track.gps.cannot_or_fail,Slife__C7,Slife__C7,0.098132,0,1,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,30,10010000009968,刚打开应用，未登录，未进行运动情况下，应用记步功能出现步数上涨迅速现象。截图是 前后时间差在一分钟以内的记录。,login.list_item.other,Slife__C7,Slife__C7,0.0601,0,0,0,0,0,0,0
TFIDF+HC__Slife__10010000011019,tfidf_hc_K20,TFIDF+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,31,10010000011075,在有链接网络的情况下，启动微博，再进行分享，点击确定授权，出现网络连接失败!并且点击取消之后回到应用分享的时候页面没有提示分享失败！,share.page_view.cannot_share,Slife__C2,Slife__C7,0.052528,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,1,10010000010687,经过实测，打开GPS后运动距离测试扔不准确，与实际差距较大。,gps_track.gps.other,Slife__C0,Slife__C0,0.044542,1,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,2,10010000010236,GPS试使用时间不会立刻随着时间的变化而变化，退出再进入也不会更改，如图在不同时间进入。,gps_track.gps.other,Slife__C0,Slife__C0,0.034685,1,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,3,10010000011374,定位误差太大，我只是在宿舍内来回走动，摇晃手机，但其记录的路径显示我穿过了街道，走了很远距离。,gps_track.list_item.other,Slife__C0,Slife__C0,0.047399,0,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,4,10010000010416,运动过程中，关闭GPS定位，手部如果不做出大幅度动作，应用就无法统计数据。,gps_track.gps.cannot_or_fail,Slife__C0,Slife__C0,0.092218,0,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,5,10010000010556,打开Slife，设定运动目标后开始运动，当选择在室内行走（类似导致手机晃动不剧烈运动）时，主界面步数、距离、时间等变化不连贯或不变化，…,step_count.page_view.other,Slife__C18,Slife__C0,0.032527,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,6,10010000011787,没有连接网络时不能显示路径，没有GPS地点不会变化。任何时候运动方向不会改变。,gps_track.gps.cannot_or_fail,Slife__C0,Slife__C0,0.098132,0,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,7,10010000010988,app测试的步数和距离与现实有很大差距，错误巨大。,step_count.step.wrong_value,Slife__C1,Slife__C0,0.022755,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,8,10010000010437,在首页点击步行那个按钮，进入高德地图界面，点击右上角的分享，分享后返回APP，地图界面不能正常显示，加载不出来,share.button_icon.load_fail,Slife__C18,Slife__C0,0.071513,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,9,10010000010886,关闭GPS进行运动，运动数据仍然会发生变化,gps_track.gps.other,Slife__C0,Slife__C0,0.049116,1,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,10,10010000011094,用户一直骑车，但是因为手机晃动的关系仍然有显示某段距离步行。,run_walk.step.other,Slife__C0,Slife__C0,0.01817,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,11,10010000011218,开启应用不走路，摇晃手机，出现步数，运动路径错误,step_count.step.wrong_value,Slife__C0,Slife__C0,0.035364,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,12,10010000010274,设置运动目标只能在一定范围内选定，不能高于或低于系统设定范围,run_walk.page_view.cannot_or_fail,Slife__C3,Slife__C0,0.035627,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,13,10010000010401,由于gps定位的特点和计算的问题，app步数存在有时时停时跳的现象,step_count.gps.other,Slife__C1,Slife__C0,0.090974,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,14,10010000010603,步数记录不准确，当用户向前或向后移动两步时，并没有显示移动,step_count.list_item.other,Slife__C3,Slife__C0,0.062583,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,15,10010000011275,在不同的厂家的手机，在更多分享的时候，界面布局差距很大,share.page_view.layout_issue,Slife__C4,Slife__C0,0.037451,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,16,10010000011330,设定目标时，之前根据个人信息计算得到最佳位置，一旦移动卡路里位置之后，不能调整到通过计算得到的位置设定，只能通过重置，点击三角形也不可以。,settings.step.cannot_or_fail,Slife__C3,Slife__C0,0.043422,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,17,10010000010161,在没有网络没有GPS的情况下，可以计步。,step_count.gps.other,Slife__C0,Slife__C0,0.099076,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,18,10010000011452,当进行路径信息测试时，拿着两部手机进行运动，运动结束后查看路径信息。其中，一部手机主页上显示“步行”选项，点击进入便可看到路径信息。但…,run_walk.other.cannot_or_fail,Slife__C0,Slife__C0,0.025503,0,0,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,19,10010000010598,私生活作为一款计步软件，计步器不灵敏，用户在行走了一段距离并没有实时的计步，而是一下子增长很多步,step_count.step.wrong_value,Slife__C3,Slife__C0,0.020055,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,20,10010000011457,将地图进行分享到朋友圈时，不能正常分享,share.share_panel.cannot_or_fail,Slife__C6,Slife__C0,0.065043,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,21,10010000010633,GPS定位不准确，同时内置高德地图上显示的记录的路径不准确，测试地点未发生变化但记录的路径已变化。,gps_track.list_item.other,Slife__C0,Slife__C0,0.100236,0,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,22,10010000010937,当携带该应用软件进行运动时，实际运动距离仅为30米左右，而显示的运动路径范围过大，不准确。,run_walk.step.other,Slife__C3,Slife__C0,0.045327,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,23,10010000011507,登录与非登录情况下都可以设定运动目标，有网络和无网络之下也都可以设定运动目标。目标设定有限值，无法满足想要加强运动量的人的需求。,login.other.cannot_or_fail,Slife__C3,Slife__C0,0.039381,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,24,10010000011193,用户不行走，用手晃动手机也能增加步数的记录，相关数据也会跟着变动，但实际并不准确。,step_count.list_item.other,Slife__C3,Slife__C0,0.022104,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,25,10010000011539,活动趋势里面显示的运动数据的信息不清晰，不能清楚地看出运动数据。,run_walk.other.cannot_or_fail,Slife__C3,Slife__C0,0.034231,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,26,10010000010249,应用程序占用内存较小，但是耗电量较大，分析原因是其开启GPS定位进行相关运算所致,gps_track.gps.other,Slife__C9,Slife__C0,0.08174,1,1,1,1,1,1,1
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,27,10010000011099,运动路径显示的时间轴：易给人造成困扰，因其在相邻的两个状态与其间的时间节点中有缝隙，感觉好像是中间还有一段时间的空缺,run_walk.step.other,Slife__C3,Slife__C0,0.01779,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,28,10010000011347,在使用该软件的时候，打开地图模式，查看运动路径，发现地图无法显示。刷新后恢复正常。,run_walk.other.cannot_or_fail,Slife__C18,Slife__C0,0.081109,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,29,10010000011146,设定目标，不能选择运动方式，用户使用不方便。,run_walk.other.cannot_or_fail,Slife__C3,Slife__C0,0.039869,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,30,10010000011322,当在一个地方停留一段时间时，app会生成一条“停留”的记录，点击“停留”会显示所停留的位置，这个入口很难被发现，只有在不经意点到时才能…,other.list_item.other,Slife__C1,Slife__C0,0.032073,0,0,1,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,31,10010000010675,停留这个功能只有在GPS时 才会出现， 应该提示用户打开GPS才能查看,gps_track.gps.other,Slife__C0,Slife__C0,0.060329,1,1,0,0,0,0,0
SBERT+HC__Slife__10010000011019,sbert_hc_K20,SBERT+HC,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,32,10010000011235,对用户的定位偏差较大（误差在几公里左右），对用户体验很不好。,gps_track.gps.other,Slife__C3,Slife__C0,0.039972,1,1,1,1,1,1,1
LLMCluster__Slife__10010000011019,llmcluster_glm-4-air,LLMCluster,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,1,10010000011113,在进行自己的运动情况分享的时候，在右上角的位置分享的是对Slife这个软件的简介。要出现自己的运动情况的话要对首页进行下拉。但是对于页…,share.page_view.layout_issue,Slife__C10,Slife__C10,0.06763,0,0,0,0,0,0,0
LLMCluster__Slife__10010000011019,llmcluster_glm-4-air,LLMCluster,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,2,10010000010491,拿着手机步行一段路程，观察到计步出现的都是偶数步，不存在奇数步。,step_count.other.other,Slife__C2,Slife__C10,0.031392,0,0,1,0,0,0,0
LLMCluster__Slife__10010000011019,llmcluster_glm-4-air,LLMCluster,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,3,10010000010882,打开gps后，该app显示的步数与实际步数仍有较大差距。,step_count.gps.other,Slife__C2,Slife__C10,0.047374,0,0,1,0,0,0,0
LLMCluster__Slife__10010000011019,llmcluster_glm-4-air,LLMCluster,Slife,10010000011019,gps_track.gps.other,GPS定位存在异常，在原地不动得运动情况下，定位系统出现路线差异过大，在地图中没有标尺，并且地图的方向指向不敏感且始终指向手机上方。,4,10010000011611,计步过程中会出现缺步，多步表现。而且比较严重，实时更新有问题，在快速行进中，缺步问题明显,step_count.other.other,Slife__C2,Slife__C10,0.030038,0,0,1,0,0,0,0
