__sheet__,app,id,id_norm,issue_key,issue_key_norm,text_used,raw_text_len,norm_text_len,has_anchor
jayme,jayme,10010000008761,10010000008761,search.other.other,search.other.other,当搜索群时，没有按照字符串匹配的规律显示群名称，本应“允许任何人…”显示在最前面的。,42,36,1
jayme,jayme,10010000008269,10010000008269,search.other.cannot_or_fail,search.other.cannot_or_fail,搜索群:模糊搜索时输入的字符串必须相连。如果中间有其他字符的不能匹配。用户无法根据某几部分的关键词来搜索群。,54,50,1
jayme,jayme,10010000009435,10010000009435,other.other.other,other.other.other,加入群,3,3,1
jayme,jayme,10010000010000,10010000010000,search.other.cannot_or_fail,search.other.cannot_or_fail,模糊搜索群名时，输入的部分关键字与群名一样，不能出现搜索结果,30,28,1
jayme,jayme,10010000009848,10010000009848,search.other.wrong_value,search.other.wrong_value,搜索群，查找群号，搜过不到，没有提示，该提示查找不到该群，或者该群号不正确或不存在。,42,36,1
jayme,jayme,10010000008315,10010000008315,search.other.other,search.other.other,搜索群名加群时，搜索的那个群不是唯一的，还有其他重名的群！,29,26,1
jayme,jayme,10010000009755,10010000009755,search.list_item.other,search.list_item.other,"搜索群加入是,搜索列表未显示每一项群是否可加入,不方便用户加群",31,29,1
jayme,jayme,10010000009425,10010000009425,search.list_item.other,search.list_item.other,用户搜索群时，没有历史消息记录，如果用户加群不成功，还需要重新搜索。而且，即使用户已经加入了该群，仍然没有优先显示。,58,51,1
jayme,jayme,10010000009328,10010000009328,search.page_view.cannot_or_fail,search.page_view.cannot_or_fail,在群内管理群成员界面搜索群内成员时，输入某个成员的首字母，不能正确定位到相应位置。,41,38,1
jayme,jayme,10010000009202,10010000009202,search.chat.other,search.chat.other,搜索群聊，有显示的人数，加入群聊之后，返回搜索框。搜索这里仍然显示没有加入之前群本来的人数。,46,41,1
jayme,jayme,10010000009022,10010000009022,search.other.other,search.other.other,查找已加入的群时，在步骤6后可搜索出已加入的群“默默默默”，在步骤10后应该出现群“默默默默”，但是测试时发现仍出现了已加入的群“默默…,68,59,1
jayme,jayme,10010000009033,10010000009033,search.other.other,search.other.other,搜索群时输入中文模糊匹配不完整,15,15,1
jayme,jayme,10010000009827,10010000009827,groupchat.page_view.other,groupchat.page_view.other,群组页面右上角—更多,10,9,1
jayme,jayme,10010000009775,10010000009775,search.other.other,search.other.other,在我的群里里面，右上角还有加入群的功能，然后有所有加入新群。这样不容易发现搜索群在哪里。,44,40,1
jayme,jayme,10010000009712,10010000009712,search.chat.other,search.chat.other,当搜索群聊时，输入法背后会隐藏着自己已经加入的群。,25,23,1
jayme,jayme,10010000008874,10010000008874,search.chat.other,search.chat.other,群聊名称可以一样，这对通过搜索群聊名称来加群造成很大困扰，当我搜索“测试群聊”时，出现了4个名字一样的群聊，我都不知道加哪个,62,56,1
jayme,jayme,10010000008716,10010000008716,other.other.other,other.other.other,测试功能：修改用户名,10,9,1
jayme,jayme,10010000008364,10010000008364,search.page_view.cannot_or_fail,search.page_view.cannot_or_fail,搜索群后进入到群详细资料页面，显示的资料过于简单，用户无法知道这个群的属性。,38,35,1
jayme,jayme,10010000009890,10010000009890,search.step.freeze,search.step.freeze,"搜索群时,输入为"" ""(一连串空格), 程序长时间显示处于搜索状态, 无响应结果输出.",43,32,1
jayme,jayme,10010000009690,10010000009690,search.other.other,search.other.other,"搜索群时,未搜索到结果时没有给予提示信息.",21,19,1
jayme,jayme,10010000008923,10010000008923,groupchat.chat.other,groupchat.chat.other,如下截图:是加入群聊过程步骤。,15,13,1
jayme,jayme,10010000009267,10010000009267,groupchat.chat.other,groupchat.chat.other,加入群聊：,5,4,1
jayme,jayme,10010000009659,10010000009659,groupchat.image_banner.other,groupchat.image_banner.other,创建群聊选择好友时，点击好友头像，头像图片有闪烁情况。,27,24,1
jayme,jayme,10010000008090,10010000008090,other.chat.other,other.chat.other,步骤2邀请好友入群的过程中，在已选中一个好友的情况下，选择第二个好友时，一个被选中的好友的头像会闪动，，在已选中第一个好友的情况下取消…,68,62,1
jayme,jayme,10010000008422,10010000008422,other.other.other,other.other.other,在新建群，添加联系人的时候，很有时候勾选某一个人，会出现人物头像闪现,34,31,1
jayme,jayme,10010000008733,10010000008733,other.other.other,other.other.other,新建群中，添加成员，快速点击头像的时候，一直在闪,24,21,1
jayme,jayme,10010000009011,10010000009011,other.other.other,other.other.other,在执行2时，被选择用户的头像闪现曾经用过的头像并快速恢复目前的头像。,34,32,1
jayme,jayme,10010000008876,10010000008876,groupchat.page_view.other,groupchat.page_view.other,建群之后在群组设置界面点击消息免打扰，出现的提示框信息时间太短，一闪而过,36,34,1
jayme,jayme,10010000008854,10010000008854,other.other.other,other.other.other,添加成员时，点击右边选中框，头像会闪,18,16,1
jayme,jayme,10010000008456,10010000008456,other.other.other,other.other.other,添加成员时，所有已经选取的头像会闪一下，能看到闪一下，但是很快，来不及截图,37,33,1
jayme,jayme,10010000008513,10010000008513,groupchat.image_banner.other,groupchat.image_banner.other,在拉群组讨论的时候，添加成员里，邀请最近联系人时，点方框选取，快速连续点击的时候，联系人头像会闪烁不定，并且跳成另外一张图片。,63,56,1
jayme,jayme,10010000008348,10010000008348,other.button_icon.other,other.button_icon.other,"在选择成员时,选中再取消用户的图标会闪烁",20,19,1
jayme,jayme,10010000009100,10010000009100,other.other.other,other.other.other,测试功能:添加联系人,10,9,1
jayme,jayme,10010000008816,10010000008816,other.other.other,other.other.other,测试功能:添加联系人,10,9,1
jayme,jayme,10010000007968,10010000007968,other.other.other,other.other.other,问题描述:新建群选择最近联系人勾选多个联系人时之前选中联系人头像闪烁,34,33,1
jayme,jayme,10010000008023,10010000008023,other.other.other,other.other.other,问题描述:新建群选择最近联系人时，将最近联系人从勾选状态取消，之前所有已勾选的联系人的头像闪烁,47,44,1
jayme,jayme,10010000008131,10010000008131,other.other.other,other.other.other,新建群添加联系人:点击添加组员右侧被选框时，底部被选栏联系人头像闪烁为其他初始的照片。,43,40,1
jayme,jayme,10010000009419,10010000009419,groupchat.page_view.other,groupchat.page_view.other,无论是在群组界面还是好友界面，新建群组，添加成员时最近联系人的头像以及底部被选栏头像，在选择时总是频繁闪烁。,54,50,1
jayme,jayme,10010000008828,10010000008828,groupchat.page_view.other,groupchat.page_view.other,进入朋友界面，点击右上角的更多，选择发起群聊,22,20,1
jayme,jayme,10010000009216,10010000009216,groupchat.page_view.other,groupchat.page_view.other,在发起群聊后，出现添加成员界面，反复点击同一联系人，该联系人的头像会反复闪烁,38,35,1
jayme,jayme,10010000008024,10010000008024,groupchat.page_view.other,groupchat.page_view.other,正常登陆软件点击创建群组后，进入选择联系人界面，反复选择、取消联系人时，其头像出现不正常频繁性闪烁。,50,45,1
jayme,jayme,10010000008500,10010000008500,other.other.other,other.other.other,【预置条件】,6,4,1
jayme,jayme,10010000008887,10010000008887,groupchat.page_view.other,groupchat.page_view.other,选中好友后进入创建群组界面，刚进入时群名称三个字会闪，用户体验不好,33,31,1
jayme,jayme,10010000009473,10010000009473,groupchat.other.other,groupchat.other.other,在添加群成员的时候，取消改群成员，所有的待加入成员的头像都在闪,31,29,1
jayme,jayme,10010000008711,10010000008711,groupchat.page_view.other,groupchat.page_view.other,发起群聊进入添加群成员界面是，重复点击一个群成员，成员头像出现闪屏现象,35,33,1
jayme,jayme,10010000008505,10010000008505,groupchat.chat.other,groupchat.chat.other,当用户发起群聊添加成员时，在成员上高频率点击会出现用户图像闪动的现象，此为一处性能问题。,44,41,1
jayme,jayme,10010000009684,10010000009684,groupchat.chat.cannot_or_fail,groupchat.chat.cannot_or_fail,对于加入群组的成员，管理者无法强制使某一成员退出该群。,27,25,1
jayme,jayme,10010000009646,10010000009646,groupchat.chat.cannot_or_fail,groupchat.chat.cannot_or_fail,管理员不能把踢掉群成员，如果有不良群成员存在，不利于维护良好的网络聊天环境。如图， 点击一个群成员不具备踢掉功能 ， 我觉得这不利于维…,68,59,1
jayme,jayme,10010000009223,10010000009223,groupchat.page_view.permission,groupchat.page_view.permission,群组管理员不能将已经加入群的成员踢出群。 管理员应该有权限踢出不良成员， 这样才能保持群一定的安全性和较好聊天环境。 我觉得这很重要。…,68,60,1
jayme,jayme,10010000008974,10010000008974,groupchat.button_icon.layout_issue,groupchat.button_icon.layout_issue,选择移出群聊或者设为管理员时，跳出来的请求框界面太不美观了，而且没有标识出来设为管理员和移出群聊按钮，咋一看还以为就是两行字，给用户造…,68,63,1
jayme,jayme,10010000008928,10010000008928,groupchat.chat.other,groupchat.chat.other,当行使群主管理员权利把某个群聊里的好友移出群时，需要长按好友名字栏才会显示移出还是设为管理员，移出需要长按这个动作一开始很难想到是要这…,68,65,1
jayme,jayme,10010000009144,10010000009144,other.other.other,other.other.other,前提：群存在,6,5,1
jayme,jayme,10010000008068,10010000008068,message_send.list_item.other,message_send.list_item.other,当将好友删除后，联系列表里仍有原好友，且仍能够给原好友发送信息，并不会提示用户已删除好友，需要重新添加,51,47,1
jayme,jayme,10010000009153,10010000009153,other.chat.cannot_or_fail,other.chat.cannot_or_fail,删除了某个好友之后，通过以下几种方法均不能重新添加为好友：,29,27,1
jayme,jayme,10010000009448,10010000009448,search.chat.other,search.chat.other,搜索已加入的群名称时系统自动匹配的群组没有对于已加入群组的相关提示。,34,33,1
jayme,jayme,10010000008990,10010000008990,search.chat.other,search.chat.other,搜索110出现的群组，与群名称不符合，并且这个地方没有相关的提示是按照群号进行搜索还是按照群名称进行搜索。,53,50,1
jayme,jayme,10010000008757,10010000008757,other.page_view.other,other.page_view.other,朋友页面,4,4,1
jayme,jayme,10010000008888,10010000008888,message_send.chat.cannot_or_fail,message_send.chat.cannot_or_fail,有时不能选择消息免打扰，或选择反应迟缓,19,18,1
jayme,jayme,10010000009155,10010000009155,message_send.page_view.other,message_send.page_view.other,在好友的聊天设置里，开启消息免打扰的提示时间太短,24,23,1
jayme,jayme,10010000008898,10010000008898,message_send.page_view.other,message_send.page_view.other,在群设置里面，设置消息免打扰，提示时间太短，还没看完就看不到了,31,28,1
jayme,jayme,10010000008141,10010000008141,message_send.page_view.other,message_send.page_view.other,在进行群消息设置时，点击 消息免打扰页面，会有一个diaLog弹出，但是生存周期太短，会让用户误以为存在其他问题。,57,51,1
jayme,jayme,10010000008910,10010000008910,groupchat.page_view.no_prompt,groupchat.page_view.no_prompt,群组设置中多次快速切换，消息免打扰存在性能问题，会造成无提示界面始终等待,36,34,1
jayme,jayme,10010000008868,10010000008868,groupchat.page_view.cannot_or_fail,groupchat.page_view.cannot_or_fail,在新用户邀请好友创建完群组后，在群设置中设置群消息免打扰的模式时，设置完之后App提示请稍后过于快速，无法使用户看清设置结果，影响用户体验。,70,65,1
jayme,jayme,10010000008745,10010000008745,groupchat.page_view.other,groupchat.page_view.other,在群组设置中，点击消息免打扰会弹出，一个框，里边是信息免打扰提示，当框的生命周期存在时间比较短，所以用户会误认为出现问题。,61,55,1
jayme,jayme,10010000009047,10010000009047,message_send.page_view.other,message_send.page_view.other,测试“消息免打扰”时，提示界面闪现，看不清所提示内容，用户体验差，问题严重。,38,31,1
jayme,jayme,10010000008418,10010000008418,message_send.page_view.other,message_send.page_view.other,"步骤1中，进入更多，测试""消息免打扰""时，提示界面闪现，看不清所提示内容，用户体验差。",43,35,1
jayme,jayme,10010000009340,10010000009340,message_send.chat.cannot_or_fail,message_send.chat.cannot_or_fail,对于群消息的提示，不是免打扰就是所有消息都提示，不能屏蔽,28,26,1
jayme,jayme,10010000009212,10010000009212,message_send.chat.other,message_send.chat.other,当用户使用消息免打扰时，当群再次发来消息时，只显示消息，不振动，不提醒。,36,31,1
jayme,jayme,10010000008552,10010000008552,groupchat.chat.other,groupchat.chat.other,点击选择一个群组,8,8,1
jayme,jayme,10010000009298,10010000009298,groupchat.chat.other,groupchat.chat.other,无论在群聊，还是好友好友聊天中，只有消息免打扰这一功能，没有将聊天信息通知声音减小的功能，只能通过手机这次的媒体声音来减小，或者改为震动。,69,63,1
jayme,jayme,10010000008103,10010000008103,other.other.other,other.other.other,群公告在没有编辑过时，没有任何提示。,18,16,1
jayme,jayme,10010000008718,10010000008718,other.other.other,other.other.other,群公告只能发布一个，要是有多种公告，只能将以前的公告覆盖了，这是不完整的,36,33,1
jayme,jayme,10010000009023,10010000009023,other.step.other,other.step.other,用户在创建完群后，开始编辑群公告，群公告只显示群公告内容，没有公告创建时间，创建者。,42,37,1
jayme,jayme,10010000008172,10010000008172,other.other.cannot_or_fail,other.other.cannot_or_fail,群公告只能保留当前的内容，历史群公告不能保存。严重影响用户体验。下图是当前一条群公告。,43,39,1
jayme,jayme,10010000009278,10010000009278,message_send.step.other,message_send.step.other,1 群公告中没有显示公告发送时间,16,15,1
jayme,jayme,10010000008836,10010000008836,groupchat.page_view.cannot_or_fail,groupchat.page_view.cannot_or_fail,在群组设置中，在查看群公告时，并不能查看历史公告，历史群公告并没有保存，用户只能在历史信息中查看，在用户体验方面，给用户带来非常的不便。,68,61,1
jayme,jayme,10010000009137,10010000009137,other.other.other,other.other.other,测试“群公告”时,8,6,1
jayme,jayme,10010000009237,10010000009237,message_send.list_item.other,message_send.list_item.other,随着聊天记录的增加，群公告会移到上面去，不利于消息的通知,28,26,1
jayme,jayme,10010000009534,10010000009534,message_send.page_view.other,message_send.page_view.other,更换头像后，在聊天界面不会改变，还是原来的。,22,19,1
jayme,jayme,10010000008345,10010000008345,search.other.other,search.other.other,自己更换头像后，自己显示的头像更改成功，但是别人搜索自己的头像并没有改变，需要多手机查看。,45,41,1
jayme,jayme,10010000009336,10010000009336,message_send.page_view.wrong_value,message_send.page_view.wrong_value,头像更换不彻底，.修改头像后，预期结果是不管在个人信息还是聊天时都应该显示为更改后的头像，但是实际结果是聊天界面里的头像没有发生改变,66,62,1
jayme,jayme,10010000009270,10010000009270,other.other.other,other.other.other,改名后显示出来的信息没有变，但是点开头像查看个人资料时显示的却是更改过后的名字（左面图为点击个人资料显示的名字，右为正常显示出的曾用名…,68,64,1
jayme,jayme,10010000007927,10010000007927,other.list_item.other,other.list_item.other,选择好友时 其他在列表中的好友的头像会闪烁变为一个相同的头像之后恢复正常。,37,35,1
jayme,jayme,10010000009462,10010000009462,other.page_view.other,other.page_view.other,由图2好友点击第一个头像进入该好友界面如图1所示，再点击好友头像进入该好友主页之后他的id就发生了变化如图3所示。,57,55,1
jayme,jayme,10010000009679,10010000009679,other.other.other,other.other.other,用户填写申请说明时，字符数量限制为255，有点多余,25,23,1
jayme,jayme,10010000008473,10010000008473,other.other.other,other.other.other,输入字符限制太大，能一次性输入的字串太少。,21,19,1
jayme,jayme,10010000009838,10010000009838,other.other.cannot_or_fail,other.other.cannot_or_fail,在输入申请理由时，输入的字符不能够完全显示，只能显示一行理由，造成输入不方便！！,40,35,1
jayme,jayme,10010000009752,10010000009752,other.other.other,other.other.other,群名称的限制不合理，随便输入什么字符都可以，而不是限制输入的东西。这不是很合理。应该不允许输入特殊字符。,52,47,1
jayme,jayme,10010000008568,10010000008568,search.other.other,search.other.other,问题描述:加入群搜索出与条件不匹配的群,19,18,1
jayme,jayme,10010000008705,10010000008705,search.other.other,search.other.other,问题描述:加入群搜索条件为空时不提示建议优化,22,21,1
jayme,jayme,10010000008087,10010000008087,search.chat.other,search.chat.other,问题描述:创建群聊新建联系人通过搜索选择联系人时输入空格仍搜索出值,33,32,1
jayme,jayme,10010000008137,10010000008137,search.chat.other,search.chat.other,问题描述:创建群聊使用搜索添加联系人时，搜索为空不提示，建议优化,32,29,1
jayme,jayme,10010000008198,10010000008198,search.chat.other,search.chat.other,问题描述:新建群聊使用搜索添加联系人搜索出与输入搜索条件不相关的人,33,32,1
jayme,jayme,10010000009581,10010000009581,groupchat.chat.other,groupchat.chat.other,在个人聊天还有群聊发送消息的过程中,17,17,1
jayme,jayme,10010000009231,10010000009231,groupchat.chat.other,groupchat.chat.other,在输入群组名称时，背景是虚化的群名称三个字，如果输入字符则被删除。这里应该提示最多不得超过64个字符，否则用户无从了解群名称上限。,65,60,1
jayme,jayme,10010000009513,10010000009513,groupchat.chat.other,groupchat.chat.other,加入一个群组,6,6,1
jayme,jayme,10010000008410,10010000008410,other.other.cannot_input,other.other.cannot_input,在进行需要验证的群的加入时，输入验证信息，这里的验证信息虽然当字数超过255时不能进行确定，但是能在改窗体中输入超过255个字符，建议…,68,63,1
jayme,jayme,10010000008649,10010000008649,search.list_item.cannot_or_fail,search.list_item.cannot_or_fail,选择联系人中，搜索框搜索好友，输入好友用户名的第一个字符，列表无法优先显示已添加好友。而且搜索结果无法明显区分已添加好友和陌生人。搜索…,68,62,1
jayme,jayme,10010000008893,10010000008893,groupchat.chat.other,groupchat.chat.other,当用户发起群聊，填写群名称的时候，系统并没有很友好地给用户提示群名称最多可以输入多少字符，这样给用户的体验不是很好，希望可以改进,64,60,1
jayme,jayme,10010000008860,10010000008860,other.other.no_prompt,other.other.no_prompt,当输入群名超过64个字符时，没有提示性文字，但是用户已经不能继续输入,34,32,1
jayme,jayme,10010000008055,10010000008055,search.other.other,search.other.other,搜索框内可以输入超过64 字符,15,14,1
jayme,jayme,10010000009125,10010000009125,other.other.other,other.other.other,用户点击加入群,7,7,1
jayme,jayme,10010000009626,10010000009626,groupchat.other.cannot_or_fail,groupchat.other.cannot_or_fail,创建群时名字不能超过64个字符,15,15,1
jayme,jayme,10010000009533,10010000009533,other.other.other,other.other.other,意见反馈中，输入99字符，中间内容会出现空格显示的异常。,28,25,1
jayme,jayme,10010000009582,10010000009582,other.other.other,other.other.other,在意见反馈的时候，输入不到百字的内容，将光标放到文本开头，输入空格，文字全部到下一行，实现一次换行功能，在此输入不会出现换行，但是空格…,68,60,1
jayme,jayme,10010000009084,10010000009084,other.other.other,other.other.other,更改群名称时，输入的字符长度超过64,18,17,1
jayme,jayme,10010000007900,10010000007900,other.image_banner.cannot_or_fail,other.image_banner.cannot_or_fail,对于输入的群信息，群名称可以是数字，字母，表情，但不能是大表情，图片，且不能超过64个字符，不能一空格为首，这样群名不会显示空格。,65,56,1
jayme,jayme,10010000008749,10010000008749,groupchat.chat.other,groupchat.chat.other,群组名为64个汉字符号或66个英文符号,19,19,1
jayme,jayme,10010000008355,10010000008355,other.other.no_prompt,other.other.no_prompt,填写群名称，应用没有提示不能超过64个字符,21,20,1
jayme,jayme,10010000008696,10010000008696,groupchat.chat.other,groupchat.chat.other,新建群组，填写信息，当群名称超过64个字符时，系统不做任何提示，属于功能不完整和用户体验bug,47,43,1
jayme,jayme,10010000008329,10010000008329,other.other.no_prompt,other.other.no_prompt,新建群时，输入群名称，名称不应超过64个字符，但是没有提示有字数要求，仅在超过64个字符时提示。,48,43,1
jayme,jayme,10010000008363,10010000008363,groupchat.chat.other,groupchat.chat.other,创建群聊：填写群信息，群的名称要求不超过64个字符，但在输入的时候没有信息提示是否还超过有效字符数！,50,46,1
jayme,jayme,10010000008323,10010000008323,groupchat.chat.cannot_or_fail,groupchat.chat.cannot_or_fail,正常登陆软件点击创建群组后，创建群组名称时，输入超过64个字符后再输入的内容无法正常显示在对话框中。,50,47,1
jayme,jayme,10010000009133,10010000009133,groupchat.page_view.no_prompt,groupchat.page_view.no_prompt,建立群组的时候，群名称输入过长（超过64个字）界面无提示,28,25,1
jayme,jayme,10010000009514,10010000009514,search.button_icon.other,search.button_icon.other,在利用搜索边框的删除按钮删除是不是一个字符一个字符删除，而是全部内容都删除。,38,36,1
jayme,jayme,10010000008983,10010000008983,groupchat.chat.other,groupchat.chat.other,在群聊里面@了一个用户之后，假如需要撤销用户的@状态，需要一个个删除字符才能将at的用户，更好的用户体验应该是 在@用户之后有个空格判…,68,60,1
jayme,jayme,10010000009861,10010000009861,search.list_item.cannot_or_fail,search.list_item.cannot_or_fail,聊天记录查找功能，在聊天记录中不能查找指定的内容，,25,23,1
jayme,jayme,10010000009898,10010000009898,search.list_item.cannot_or_fail,search.list_item.cannot_or_fail,群聊中历史记录，不能实现按日期查找聊天记录。,22,20,1
jayme,jayme,10010000009041,10010000009041,search.step.other,search.step.other,在查看历史信息时，在按照时间查找时，当输入历史信息中并不存在的日期时，不会提示信息不存在，而是出现与查找日期不符的存在信息。,62,57,1
jayme,jayme,10010000009384,10010000009384,search.other.other,search.other.other,群里面搜索历史信息，有两个放大镜,16,15,1
jayme,jayme,10010000008944,10010000008944,search.button_icon.other,search.button_icon.other,在历史消息界面有两个搜索图标，下面那个是不必要的。,25,23,1
jayme,jayme,10010000008633,10010000008633,search.button_icon.layout_issue,search.button_icon.layout_issue,历史消息界面右上角有两个放大镜搜索图标，布局不合理。,26,24,1
jayme,jayme,10010000008692,10010000008692,message_send.page_view.layout_issue,message_send.page_view.layout_issue,聊天历史记录界面布局不合理，界面不美观。,20,18,1
jayme,jayme,10010000009961,10010000009961,message_send.chat.layout_issue,message_send.chat.layout_issue,在查看历史消息时，出现的查询项极为不美观，非常难看。而且布局不合理！,34,30,1
jayme,jayme,10010000009642,10010000009642,groupchat.chat.other,groupchat.chat.other,第一步：进入朋友面板，点击任一群聊,17,15,1
jayme,jayme,10010000008447,10010000008447,message_send.chat.other,message_send.chat.other,第一步：进入朋友面板，点击好友消息助手。,20,17,1
jayme,jayme,10010000009110,10010000009110,message_send.page_view.other,message_send.page_view.other,点击群设置里的查看聊天记录可以按时间查看记录。,23,22,1
jayme,jayme,10010000008342,10010000008342,search.list_item.other,search.list_item.other,查看历史消息时，按时间查找，点击没有聊天记录的时间，系统不提示没有聊天记录。而且 选择时间时操作不友好。,52,46,1
jayme,jayme,10010000009306,10010000009306,message_send.page_view.other,message_send.page_view.other,在群设置中 点击聊天记录 之后再历史消息中点击查看更多消息之后往下翻 就会发现 聊天记录时间抽错乱 如下图所示,55,50,1
jayme,jayme,10010000009332,10010000009332,search.page_view.cannot_or_fail,search.page_view.cannot_or_fail,聊天页面的搜索历史记录中，不能搜索,17,16,1
jayme,jayme,10010000008413,10010000008413,message_send.page_view.other,message_send.page_view.other,我的历史记录界面与聊天界面风格不一致。,19,18,1
jayme,jayme,10010000008754,10010000008754,search.chat.layout_issue,search.chat.layout_issue,搜索历史消息时，在日期搜索时右侧的搜索符感觉没用。而且影响布局。,32,29,1
jayme,jayme,10010000009924,10010000009924,search.chat.layout_issue,search.chat.layout_issue,搜索历史消息时，在日期搜索时的左侧的搜索符感觉没用，而且影响布局。,33,30,1
jayme,jayme,10010000009468,10010000009468,message_send.page_view.layout_issue,message_send.page_view.layout_issue,成功进群后，点击历史消息，进入历史消息页面，页面布局不美观。,30,26,1
jayme,jayme,10010000008981,10010000008981,search.page_view.layout_issue,search.page_view.layout_issue,加入群聊中，点击查看历史消息，跳转到历史消息界面，历史消息界面排版过于粗糙，关键字和日期搜索框排列不美观。同时没有下拉刷新功能。,64,58,1
jayme,jayme,10010000008358,10010000008358,settings.page_view.other,settings.page_view.other,个人设置页面隐藏太深导致修改编辑账户信息非常难找，体验非常差,30,29,1
jayme,jayme,10010000008149,10010000008149,message_send.chat.layout_issue,message_send.chat.layout_issue,三星S7560，使用聊天中的历史消息，可以看到控件错位,27,25,1
jayme,jayme,10010000009187,10010000009187,message_send.page_view.other,message_send.page_view.other,在聊天界面中，点击查看历史消息，界面美观有待提高，相对比于qq差别也太大了,37,34,1
jayme,jayme,10010000009874,10010000009874,search.button_icon.cannot_or_fail,search.button_icon.cannot_or_fail,进行好友/群组查询时，不能直接通过点击搜索框进行查询，必须由点击 放大镜图标 开始查询。用户体验性降低。,52,45,1
jayme,jayme,10010000008929,10010000008929,search.page_view.no_prompt,search.page_view.no_prompt,点击放大镜进入搜索界面在地址栏输入关键词没有提示信息比较模糊,30,30,1
jayme,jayme,10010000008682,10010000008682,search.button_icon.other,search.button_icon.other,历史消息界面双搜索放大镜图标，界面不友好，关键词搜索反应较为缓慢。,33,30,1
jayme,jayme,10010000009027,10010000009027,other.other.other,other.other.other,在搜群和搜人的时候，不是立即可以输入，还要点击右上角的放大镜，这个操作没有必要,39,36,1
jayme,jayme,10010000008538,10010000008538,search.page_view.layout_issue,search.page_view.layout_issue,页面布局不够完善，且搜索聊天记录较慢，有两个放大镜。,26,23,1
jayme,jayme,10010000008328,10010000008328,search.button_icon.layout_issue,search.button_icon.layout_issue,用户进入群“聊天记录”，上面的搜索按钮出现了两个，页面布局有误,31,27,1
jayme,jayme,10010000008162,10010000008162,search.other.cannot_or_fail,search.other.cannot_or_fail,在进行搜索框搜索的时候，必须点击后面的放大镜，不可以点击前面的添加成员那个地方。,40,37,1
jayme,jayme,10010000008506,10010000008506,search.button_icon.other,search.button_icon.other,当进入查找群和添加成员界面时，必须点击放大镜按钮才能进入搜索框进行搜索，用户使用起来不方便。,46,43,1
jayme,jayme,10010000008655,10010000008655,search.chat.other,search.chat.other,点击群组进入群信息后选择添加群成员，进入之后点击搜索，放大镜，搜索到的人都可以被拉去群组，对其他用户造成极大影响！,57,52,1
jayme,jayme,10010000009552,10010000009552,message_send.list_item.other,message_send.list_item.other,进行清空聊天消息记录时，删除成功后，在聊天历史记录时仍能查到消息记录,34,32,1
jayme,jayme,10010000009233,10010000009233,groupchat.list_item.other,groupchat.list_item.other,卸载应用后，最近群聊和消息记录全部清空了，只可以在我的群组里查看到我的所有群,38,36,1
jayme,jayme,10010000009616,10010000009616,message_send.list_item.other,message_send.list_item.other,删除群内聊天记录后，还可以在历史记录中找到聊天记录,25,24,1
jayme,jayme,10010000009157,10010000009157,message_send.list_item.other,message_send.list_item.other,聊天记录问题，后面加的群也能看到加入群之前的聊天记录,26,25,1
jayme,jayme,10010000009127,10010000009127,message_send.page_view.other,message_send.page_view.other,聊天记录，在聊天界面有时会丢失，在聊天记录里面可以找到！,28,25,1
jayme,jayme,10010000009300,10010000009300,message_send.page_view.wrong_value,message_send.page_view.wrong_value,"我在聊天页面说几句话,然后就有了聊天记录。然后我删除聊天记录,聊天页面的聊天记录没了,但是聊天记录还在历史记录里存在。",59,54,1
jayme,jayme,10010000009058,10010000009058,message_send.list_item.other,message_send.list_item.other,清空聊天记录后，可以再次查看到聊天记录,19,18,1
jayme,jayme,10010000009529,10010000009529,message_send.page_view.other,message_send.page_view.other,在群设置中，清空聊天记录，可在聊天记录中还有,22,20,1
jayme,jayme,10010000008495,10010000008495,groupchat.list_item.other,groupchat.list_item.other,在群聊中点击清空聊天记录后，点击聊天记录后还会出现之前的聊天记录,32,31,1
jayme,jayme,10010000008520,10010000008520,message_send.list_item.wrong_value,message_send.list_item.wrong_value,当我选择清空聊天记录时，聊天记录虽然清空了，但我还是可以通过查看消息来查看以前的聊天记录,44,42,1
jayme,jayme,10010000009625,10010000009625,message_send.list_item.other,message_send.list_item.other,点击清空聊天记录 在聊天记录里任然可以查看历史聊天,25,24,1
jayme,jayme,10010000009177,10010000009177,message_send.page_view.wrong_value,message_send.page_view.wrong_value,点击群设置里的清空聊天记录，预期结果应该是群里的聊天记录被清空，也无法通过查看聊天记录查看。但是实际结果是清空聊天记录后，聊天页面没有…,68,63,1
jayme,jayme,10010000009494,10010000009494,search.list_item.other,search.list_item.other,历史消息的时间搜索选择当天之后的时间，消息记录仍然可以看到,29,28,1
jayme,jayme,10010000008161,10010000008161,message_send.chat.other,message_send.chat.other,手机使用聊天讨论组里找到 历史消息 ，选择时间可以超过系统预设的时间范围。,37,33,1
jayme,jayme,10010000009260,10010000009260,message_send.list_item.wrong_value,message_send.list_item.wrong_value,在消息助手中，查看群消息记录，选择查看消息历史记录的时间，当前时间是2016,38,35,1
jayme,jayme,10010000009495,10010000009495,message_send.list_item.other,message_send.list_item.other,清空聊天记录，在历史消息依然可以查询到,19,18,1
jayme,jayme,10010000008374,10010000008374,message_send.list_item.other,message_send.list_item.other,在群里清空聊天记录时，还会有历史消息可以看到。,23,21,1
